Price,Created_date,Phone,Engine,Gearbox,Mileage,Year,Color,Body_type,Fuel_type,Air_condition,Drive_type,Condition,Model,Location
1630000,23-11-2022,+880130 250 1001,18,AUTOMATIC,29816,2005,WHITE,SUV,PETROL,YES,RIGHT,USED,TOYOTA RAV 4,DHAKA
600000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,1998,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
2150000,23-11-2022,+880130 250 1001,15,AUTOMATIC,74000,2013,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1190000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,BLUE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1130000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2009,ORANGE,HATCHBACK,PETROL,YES,RIGHT,USED,TOYOTA PASSO SETTE,DHAKA
2200000,23-11-2022,+880130 250 1001,18,AUTOMATIC,29816,2016,BLACK,HATCHBACK,HYBRID,YES,RIGHT,IMPORT,TOYOTA PRIUS,DHAKA
2150000,23-11-2022,+880130 250 1001,20,MANUAL,29816,2011,GREY,MPV,LPG,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1650000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
1650000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,SILVER,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
1650000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,RED,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
750000,23-11-2022,+880130 250 1001,20,AUTOMATIC,29816,2002,GREY,MPV,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1200000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2014,GREEN,4 WHEEL DRIVES & SUVS,HYBRID,YES,RIGHT,USED,HONDA VEZEL,DHAKA
2350000,23-11-2022,+880130 250 1001,18,AUTOMATIC,35600,2016,GREY,HATCHBACK & STATION WAGONS,HYBRID,YES,RIGHT,USED,TOYOTA PRIUS,DHAKA
550000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,1997,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1650000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
1650000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,BLUE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
1650000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,BROWN,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
850000,23-11-2022,+880130 250 1001,13,AUTOMATIC,29816,2005,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1650000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,BLACK,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
1640000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,BLACK,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
543000,23-11-2022,+880130 250 1001,16,AUTOMATIC,29816,2000,BLUE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2600000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
1630000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,SILVER,HATCHBACK,HYBRID,YES,RIGHT,IMPORT,TOYOTA FIELDER,DHAKA
1630000,23-11-2022,+880130 250 1001,15,MANUAL,29816,2016,BLACK,HATCHBACK & STATION WAGONS,HYBRID,YES,RIGHT,IMPORT,TOYOTA FIELDER,DHAKA
2370000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2013,GREY,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1730000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,BLACK,SEDAN,HYBRID,YES,RIGHT,IMPORT,HONDA GRACE,DHAKA
1730000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,SILVER,SEDAN,HYBRID,YES,RIGHT,IMPORT,HONDA GRACE,DHAKA
1730000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,HONDA GRACE,DHAKA
2950000,23-11-2022,+880130 250 1001,20,AUTOMATIC,29816,2016,BLACK,MPV,PETROL,YES,RIGHT,IMPORT,TOYOTA NOAH,DHAKA
695000,23-11-2022,+880130 250 1001,30,AUTOMATIC,29816,1997,WHITE,4 WHEEL DRIVES & SUVS,GAS,YES,RIGHT,USED,MITSUBISHI PAJERO,DHAKA
2350000,23-11-2022,+880130 250 1001,14,AUTOMATIC,29816,2016,BLACK,MPV,PETROL,YES,RIGHT,IMPORT,TOYOTA HI-ACE,DHAKA
2350000,23-11-2022,+880130 250 1001,14,AUTOMATIC,29816,2016,BLUE,MPV,PETROL,YES,RIGHT,IMPORT,TOYOTA HI-ACE,DHAKA
2350000,23-11-2022,+880130 250 1001,14,AUTOMATIC,29816,2016,WHITE,MPV,DIESEL,YES,RIGHT,IMPORT,TOYOTA HI-ACE,DHAKA
2350000,23-11-2022,+880130 250 1001,14,AUTOMATIC,29816,2016,GREY,MPV,PETROL,YES,RIGHT,IMPORT,TOYOTA HI-ACE,DHAKA
2350000,23-11-2022,+880130 250 1001,14,AUTOMATIC,29816,2016,SILVER,MPV,PETROL,YES,RIGHT,IMPORT,TOYOTA HI-ACE,DHAKA
3450000,23-11-2022,+880130 250 1001,25,AUTOMATIC,29816,2018,WHITE,MPV,HYBRID,YES,RIGHT,IMPORT,TOYOTA NOAH,DHAKA
1350000,23-11-2022,+880130 250 1001,15,AUTOMATIC,52299,2010,WHITE,SEDAN,LPG,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
3520000,23-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA PREMIO,DHAKA
465000,23-11-2022,+880130 250 1001,13,AUTOMATIC,29816,1996,SILVER,HATCHBACK,GAS,YES,RIGHT,USED,TOYOTA STARLET,DHAKA
2030000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2013,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1150000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2006,BRONZE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
2350000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2014,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
2450000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2015,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
420000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,1996,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1180000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2006,RED,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2174000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2013,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1900000,24-11-2022,+880130 250 1001,20,AUTOMATIC,29816,2011,GREY,SEDAN,PETROL,YES,RIGHT,USED,KIA OPTIMA,DHAKA
1100000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2007,GOLD,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1090000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2008,BLUE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
2170000,24-11-2022,+880130 250 1001,18,AUTOMATIC,80000,2014,BLACK,MPV,HYBRID,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
320000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,1992,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1255000,24-11-2022,+880130 250 1001,15,AUTOMATIC,81079,2004,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1075000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2006,BLACK,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
245000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,1994,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
5050000,24-11-2022,+880130 250 1001,20,AUTOMATIC,4904,2019,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,NISSAN X-TRAIL,DHAKA
1850000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
730000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,GREY,SEDAN,PETROL,YES,RIGHT,USED,MAZDA AXELA,DHAKA
595000,24-11-2022,+880130 250 1001,14,AUTOMATIC,29816,2003,WHITE,MPV,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1320000,24-11-2022,+880130 250 1001,15,AUTOMATIC,54000,2010,BLACK,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
2250000,24-11-2022,+880130 250 1001,15,AUTOMATIC,40000,2014,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
5400000,24-11-2022,+880130 250 1001,25,AUTOMATIC,29816,2017,RED,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA CROWN,DHAKA
3065000,24-11-2022,+880130 250 1001,18,AUTOMATIC,68000,2017,BLACK,SUV,HYBRID,YES,RIGHT,IMPORT,TOYOTA CH-R,DHAKA
2150000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,HONDA GRACE,DHAKA
880000,24-11-2022,+880130 250 1001,14,AUTOMATIC,29816,2001,BLACK,MPV,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
3550000,24-11-2022,+880130 250 1001,15,AUTOMATIC,9800,2019,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1245000,24-11-2022,+880130 250 1001,15,MANUAL,58540,2006,BLACK,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
720000,24-11-2022,+880130 250 1001,18,AUTOMATIC,29816,2002,SILVER,MPV,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1030000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1235000,24-11-2022,+880130 250 1001,15,AUTOMATIC,40278,2010,RED,SUV,PETROL,YES,RIGHT,USED,NISSAN JUKE,DHAKA
1180000,24-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2005,GOLD,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
9800000,25-11-2022,+880130 250 1001,20,AUTOMATIC,29816,2018,BURGUNDY,SEDAN,PETROL,YES,RIGHT,USED,MERCEDES BENZ CLA45,DHAKA
549999,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,1996,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA CARINA,DHAKA
2295000,25-11-2022,+880130 250 1001,20,AUTOMATIC,29816,2011,WHITE,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,NISSAN X-TRAIL,DHAKA
1220000,25-11-2022,+880130 250 1001,20,AUTOMATIC,29816,2007,BLACK,MPV,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
17700000,25-11-2022,+880130 250 1001,45,AUTOMATIC,25000,2016,GREY,4 WHEEL DRIVES & SUVS,DIESEL,YES,RIGHT,USED,TOYOTA LAND CRUISER PRADO ZX V8,DHAKA
12200000,25-11-2022,+880130 250 1001,22,AUTOMATIC,2800,2021,BLUE,4 WHEEL DRIVES & SUVS,DIESEL,YES,RIGHT,USED,HYUNDAI MAXCRUZ,DHAKA
5500000,25-11-2022,+880130 250 1001,25,AUTOMATIC,61700,2016,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA CROWN,DHAKA
1880000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2011,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
2850000,25-11-2022,+880130 250 1001,15,AUTOMATIC,38541,2017,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA ALLION,DHAKA
1300000,25-11-2022,+880130 250 1001,20,AUTOMATIC,29816,1998,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA MARK II,DHAKA
620000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2000,GREY,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
765000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2001,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
2350000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
3800000,25-11-2022,+880130 250 1001,25,AUTOMATIC,38930,2016,WHITE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA CAMRY,DHAKA
700000,25-11-2022,+880130 250 1001,20,AUTOMATIC,29816,1996,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA MARK II,DHAKA
3050000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA PREMIO,DHAKA
1650000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2007,RED,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
490000,25-11-2022,+880130 250 1001,10,AUTOMATIC,29816,2003,GREEN,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PLATZ,DHAKA
470000,25-11-2022,+880130 250 1001,15,MANUAL,29816,1992,GREY,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA SPRINTER MARINO,DHAKA
720000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,1999,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA CARINA,DHAKA
850000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,RED,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
2660000,25-11-2022,+880130 250 1001,18,AUTOMATIC,29816,2016,BLUE,MPV,HYBRID,YES,RIGHT,IMPORT,TOYOTA VOXY,DHAKA
2680000,25-11-2022,+880130 250 1001,18,AUTOMATIC,73000,2016,BRONZE,MPV,HYBRID,YES,RIGHT,IMPORT,TOYOTA NOAH,DHAKA
2930000,25-11-2022,+880130 250 1001,18,AUTOMATIC,80000,2016,WHITE,MPV,HYBRID,YES,RIGHT,IMPORT,TOYOTA ESQUIRE,DHAKA
3400000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2017,BLACK,SEDAN,PETROL,YES,RIGHT,IMPORT,HONDA CIVIC,DHAKA
3100000,25-11-2022,+880130 250 1001,15,AUTOMATIC,17500,2017,RED,SEDAN,PETROL,YES,RIGHT,USED,HONDA CIVIC,DHAKA
1760000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2010,BLACK,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
6600000,25-11-2022,+880130 250 1001,25,AUTOMATIC,29816,2018,BLUE,SEDAN,HYBRID,YES,RIGHT,IMPORT,TOYOTA CROWN RS TRD,DHAKA
1180000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2002,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1175000,25-11-2022,+880130 250 1001,20,AUTOMATIC,29816,2006,GOLD,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,SUZUKI VITARA,DHAKA
1220000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2008,RED,HATCHBACK,GAS,YES,RIGHT,USED,TOYOTA IST,DHAKA
1150000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2008,GREY,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
8000000,25-11-2022,+880130 250 1001,14,AUTOMATIC,29816,2018,GREY,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,MITSUBISHI PAJERO,DHAKA
1180000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2008,RED,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
1440000,25-11-2022,+880130 250 1001,15,AUTOMATIC,80000,2016,GREY,HATCHBACK,HYBRID,YES,RIGHT,IMPORT,TOYOTA AQUA,DHAKA
220000,25-11-2022,+880130 250 1001,18,AUTOMATIC,29816,1993,GREY,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA CORONA,DHAKA
565000,25-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2003,SILVER,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA PROBOX,DHAKA
1400000,25-11-2022,+880130 250 1001,25,MANUAL,29816,2014,BLACK,4 WHEEL DRIVES & SUVS,DIESEL,YES,RIGHT,USED,LAND ROVER DEFENDER,DHAKA
7180000,25-11-2022,+880130 250 1001,27,AUTOMATIC,20500,2011,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA LAND CRUISER PRADO,DHAKA
230000,25-11-2022,+880130 250 1001,1,MANUAL,29816,1996,RED,HATCHBACK,GAS,YES,RIGHT,USED,MARUTI ALTO,DHAKA
550000,26-11-2022,+880130 250 1001,13,AUTOMATIC,29816,1999,RED,SEDAN,LPG,YES,RIGHT,USED,MITSUBISHI LANCER,DHAKA
5150000,26-11-2022,+880130 250 1001,2,AUTOMATIC,36000,2018,GREY,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,NISSAN X-TRAIL,DHAKA
790000,26-11-2022,+880130 250 1001,2,MANUAL,29816,2004,GREEN,MPV,GAS,YES,RIGHT,USED,TOYOTA HI-ACE,DHAKA
1195000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1145000,26-11-2022,+880130 250 1001,23,MANUAL,29816,2006,BLUE,SEDAN,PETROL,YES,RIGHT,USED,NISSAN CEFIRO,DHAKA
1435000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2012,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
360000,26-11-2022,+880130 250 1001,13,AUTOMATIC,29816,1996,PURPLE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1760000,26-11-2022,+880130 250 1001,2,AUTOMATIC,27000,2010,GREY,SEDAN,PETROL,YES,RIGHT,USED,HYUNDAI SONATA,DHAKA
4995000,26-11-2022,+880130 250 1001,2,AUTOMATIC,5000,2019,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,NISSAN X-TRAIL,DHAKA
900000,26-11-2022,+880130 250 1001,15,MANUAL,29816,2006,SILVER,SEDAN,PETROL,YES,RIGHT,USED,MITSUBISHI LANCER,DHAKA
1375000,26-11-2022,+880130 250 1001,15,AUTOMATIC,55000,2011,WHITE,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA FIELDER,DHAKA
1685000,26-11-2022,+880130 250 1001,2,AUTOMATIC,79000,2008,BLACK,MPV,GAS,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
1150000,26-11-2022,+880130 250 1001,14,AUTOMATIC,0,2007,WHITE,CABRIOLET,PETROL,YES,RIGHT,NEW,TOYOTA AXIO,MOULVIBAZAR
748000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,GOLD,HATCHBACK & STATION WAGONS,PETROL,YES,RIGHT,USED,TOYOTA RAUM,DHAKA
295000,26-11-2022,+880130 250 1001,13,AUTOMATIC,29816,2001,WHITE,HATCHBACK & STATION WAGONS,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
395000,26-11-2022,+880130 250 1001,13,AUTOMATIC,29816,1995,BEIGE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
1890000,26-11-2022,+880130 250 1001,14,AUTOMATIC,29816,2010,SILVER,MPV,GAS,YES,RIGHT,USED,TOYOTA HIACE,DHAKA
1660000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2014,BLACK,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
8500000,26-11-2022,+880130 250 1001,2,AUTOMATIC,2700,2018,BLACK,SEDAN,PETROL,YES,RIGHT,USED,AUDI A5,DHAKA
585000,26-11-2022,+880130 250 1001,13,AUTOMATIC,29816,2006,GOLD,SEDAN,PETROL,YES,RIGHT,USED,NISSAN SUNNY,DHAKA
2350000,26-11-2022,+880130 250 1001,26,AUTOMATIC,29816,2003,GOLD,SEDAN,PETROL,YES,RIGHT,USED,MERCEDES-BENZ E–CLASS,DHAKA
1400000,26-11-2022,+880130 250 1001,24,MANUAL,29816,2012,GREY,MPV,PETROL,YES,RIGHT,USED,HYUNDAI H1,DHAKA
5400000,26-11-2022,+880130 250 1001,20,AUTOMATIC,6000,2020,GREY,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,MITSUBISHI OUTLANDER,DHAKA
990000,26-11-2022,+880130 250 1001,15,AUTOMATIC,137000,2013,BLACK,HATCHBACK,HYBRID,YES,RIGHT,USED,TOYOTA AQUA,DHAKA
5500000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2021,GREY,SEDAN,PETROL,YES,RIGHT,USED,HONDA ACCORD,DHAKA
1930000,26-11-2022,+880130 250 1001,15,AUTOMATIC,68000,2016,WHITE,SEDAN,PETROL,YES,RIGHT,IMPORT,TOYOTA AXIO,DHAKA
480000,26-11-2022,+880130 250 1001,16,AUTOMATIC,29816,1999,GREEN,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
300000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,-1,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA SPRINTER,DHAKA
649000,26-11-2022,+880130 250 1001,14,AUTOMATIC,29816,2008,WHITE,MPV,GAS,YES,RIGHT,USED,TOYOTA TOWNACE,DHAKA
995000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2003,RED,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1030000,26-11-2022,+880130 250 1001,15,MANUAL,29816,2002,GREEN,SEDAN,GAS,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
425000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,1993,WHITE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
3280000,26-11-2022,+880130 250 1001,2,AUTOMATIC,29816,2012,BLACK,SPORT CAR,PETROL,YES,RIGHT,USED,TOYOTA GT86,DHAKA
1850000,26-11-2022,+880130 250 1001,2,AUTOMATIC,39470,2011,RED,SEDAN,PETROL,YES,RIGHT,USED,HYUNDAI SONATA,DHAKA
4900000,26-11-2022,+880130 250 1001,2,AUTOMATIC,29816,2016,BLACK,4 WHEEL DRIVES & SUVS,PETROL,YES,RIGHT,USED,TOYOTA HARRIER,DHAKA
2190000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,PURPLE,HATCHBACK & STATION WAGONS,PETROL,YES,RIGHT,IMPORT,TOYOTA FIELDER WXB,DHAKA
1390000,26-11-2022,+880130 250 1001,15,AUTOMATIC,86000,2011,SILVER,SEDAN,GAS,YES,RIGHT,USED,TOYOTA AXIO,DHAKA
1199999,26-11-2022,+880130 250 1001,15,MANUAL,29816,2011,BLUE,SUV,PETROL,YES,RIGHT,USED,NISSAN JUKE,DHAKA
1670000,26-11-2022,+880130 250 1001,15,AUTOMATIC,58000,2008,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1135000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2003,BLUE,SEDAN,GAS,YES,RIGHT,USED,TOYOTA ALLION,DHAKA
1650000,26-11-2022,+880130 250 1001,2,AUTOMATIC,29816,2016,GREEN,MPV,PETROL,YES,RIGHT,USED,TOYOTA NOAH,DHAKA
335000,26-11-2022,+880130 250 1001,15,MANUAL,29816,1990,WHITE,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA COROLLA,DHAKA
700000,26-11-2022,+880130 250 1001,2,AUTOMATIC,29816,2003,WHITE,SEDAN,PETROL,YES,RIGHT,USED,NISSAN CEFIRO,DHAKA
2450000,26-11-2022,+880130 250 1001,18,AUTOMATIC,30260,2016,SILVER,HATCHBACK & STATION WAGONS,HYBRID,YES,RIGHT,IMPORT,TOYOTA PRIUS,DHAKA
784000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2004,SILVER,SEDAN,GAS,YES,RIGHT,USED,NISSAN SUNNY,DHAKA
1550000,26-11-2022,+880130 250 1001,16,AUTOMATIC,88285,2012,WHITE,SEDAN,PETROL,YES,RIGHT,USED,HYUNDAI ELANTRA,DHAKA
1985000,26-11-2022,+880130 250 1001,15,MANUAL,69516,2014,GREEN,SUV,HYBRID,YES,RIGHT,USED,HONDA VEZEL,DHAKA
1700000,26-11-2022,+880130 250 1001,15,AUTOMATIC,40000,2016,YELLOW,HATCHBACK,HYBRID,YES,RIGHT,IMPORT,TOYOTA AQUA,DHAKA
3150000,26-11-2022,+880130 250 1001,2,AUTOMATIC,29816,2015,BLACK,4 WHEEL DRIVES & SUVS,HYBRID,YES,RIGHT,USED,NISSAN X-TRAIL,DHAKA
2150000,26-11-2022,+880130 250 1001,15,AUTOMATIC,29816,2016,SILVER,SEDAN,PETROL,YES,RIGHT,IMPORT,MAZDA AXELA,DHAKA
2700000,28-11-2022,+880130 250 1001,14,AUTOMATIC,75000,2016,SILVER,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA PREMIO,DHAKA
1430000,29-11-2022,+880130 250 1001,18,AUTOMATIC,142587,2005,BLACK,4 WHEEL DRIVES & SUVS,GAS,YES,RIGHT,USED,TOYOTA RAV4,DHAKA
700000,29-11-2022,+880130 250 1001,30,AUTOMATIC,29816,1994,GREY,SEDAN,PETROL,YES,RIGHT,USED,TOYOTA MARK II,DHAKA
310000,29-11-2022,+880130 250 1001,13,AUTOMATIC,29816,2002,GREEN,SEDAN,GAS,YES,RIGHT,USED,SUZUKI LIANA,DHAKA
